SystemId,threshold,maxTPR,PPV,total
stangnes-gw,-0.036195,0.9973715651135006,0.5835313854326856,7164
rodbergvn-gw2,-0.024687,0.9968929254302104,0.5833566433566434,7163
tromso-fh-gw,-0.039549,0.99903984637542,0.5835670218732474,7136
tromso-gw5,-0.008993,0.9937575030012004,0.582383565498804,7133
teknobyen-gw1,-0.006854,1.0,0.588117394416607,7044
narvik-gw3,-0.002556,0.9983273596176822,0.5874578177727784,7163
hovedbygget-gw,-0.000815,1.0,0.5864955357142857,7200
teknobyen-gw2,-0.002482,0.9954304954304954,0.5830398647696858,7118
ma2-gw,-0.002299,1.0,0.5888779941168231,7200
bergen-gw3,-0.000505,0.9997620180866256,0.5842024753163677,7197
narvik-kv-gw,-0.038372,1.0,0.5854002254791432,7119
trd-gw,-0.000125,1.0,0.5840511253125868,7200
ifi2-gw5,-0.015825,1.0,0.611764705882353,7125
oslo-gw1,-0.00021,1.0,0.5878898056215914,7200